1 106
1	111
1	122
1	114
1	105
2	84
2	89
2	87
2	86
2	86
2	80
3	312
3	70
3	80
3	74
3	75
3	75
4	72
4	72
4	72
4	72
4	73
4	72
5	72
5	311
5	67
5	70
5	71
5	71
6	71
6	69
6	70
6	70
6	70
6	71
7	70
7	70
7	310
7	66
7	67
7	70
8	70
8	69
8	69
8	69
8	69
8	69
9	69
9	68
9	67
9	68
9	308
9	64
10	68
10	69
10	68
10	68
10	67
10	68
11	68
11	67
11	68
11	67
11	68
11	313
12	63
12	67
12	68
12	68
12	67
12	67
13	67
13	67
13	90
13	68
13	67
13	68
14	68
14	308
14	65
14	67
14	67
14	67
15	68
15	68
15	67
15	67
15	67
15	66
16	69
16	69
16	311
16	63
16	66
16	67
17	74
17	67
17	67
17	67
17	68
17	67
18	74
18	67
18	67
18	68
18	309
18	64
19	68
19	67
19	66
19	67
19	67
19	67
20	70
20	67
20	67
20	67
20	68
20	311
21	65
21	65
21	66
21	66
21	66
21	67
22	68
22	67
22	67
22	67
22	66
22	67
23	69
23	310
23	62
23	66
23	66
23	66
24	68
24	66
24	67
24	66
24	67
24	67
25	69
25	67
25	313
25	63
25	64
25	66
26	67
26	66
26	66
26	65
26	66
26	66
27	68
27	66
27	66
27	67
27	308
27	61
28	67
28	67
28	66
28	66
28	65
28	67
29	67
29	67
29	67
29	63
29	63
29	66
30	71
30	66
30	66
30	66
30	67
30	66
31	71
31	67
31	66
31	67
31	309
31	63
32	67
32	66
32	67
32	66
32	67
32	68
33	69
33	67
33	67
33	66
33	67
33	67
34	310
34	63
34	65
34	66
34	66
34	66
35	71
35	66
35	66
35	66
35	67
35	66
36	67
36	311
36	64
36	63
36	66
36	66
37	68
37	66
37	67
37	66
37	66
37	66
38	67
38	67
38	66
38	310
38	61
38	65
39	70
39	65
39	66
39	66
39	66
39	66
40	67
40	66
40	66
40	67
40	67
40	311
41	65
41	66
41	66
41	67
41	67
41	65
42	83
42	66
42	66
42	66
42	66
42	66
43	313
43	62
43	64
43	65
43	66
43	65
44	66
44	66
44	65
44	66
44	70
44	65
45	68
45	66
45	308
45	61
45	65
45	65
46	67
46	65
46	65
46	66
46	67
46	66
47	72
47	67
47	65
47	65
47	307
47	63
48	67
48	65
48	65
48	65
48	65
48	65
49	72
49	66
49	66
49	70
49	67
49	308
50	69
50	64
50	65
50	65
50	66
50	66
51	68
51	66
51	66
51	69
51	67
51	66
52	67
52	309
52	62
52	64
52	66
52	65
53	66
53	65
53	66
53	65
53	65
53	66
54	71
54	67
54	67
54	308
54	63
54	66
55	67
55	66
55	66
55	66
55	66
55	66
56	74
56	67
56	66
56	67
56	311
56	61
57	68
57	69
57	66
57	65
57	65
57	66
58	72
58	65
58	66
58	66
58	66
58	66
59	311
59	62
59	65
59	65
59	66
59	66
60	68
60	66
60	65
60	65
60	66
60	65
61	67
61	66
61	313
61	63
61	65
61	66
62	70
62	66
62	66
62	65
62	66
62	66
63	68
63	66
63	66
63	308
63	65
63	64
64	70
64	65
64	65
64	65
64	65
64	65
65	68
65	66
65	66
65	66
65	66
65	307
66	63
66	65
66	66
66	65
66	65
66	65
67	71
67	65
67	65
67	65
67	65
67	65
68	68
68	306
68	63
68	65
68	65
68	66
69	67
69	66
69	66
69	65
69	66
69	66
70	73
70	65
70	308
70	62
70	64
70	65
71	68
71	65
71	66
71	66
71	66
71	66
72	68
72	70
72	66
72	66
72	308
72	62
73	66
73	66
73	65
73	66
73	66
73	65
74	67
74	65
74	66
74	66
74	66
74	66
75	311
75	62
75	65
75	65
75	65
75	65
76	67
76	66
76	66
76	65
76	67
76	66
77	68
77	309
77	62
77	64
77	65
77	66
78	69
78	65
78	65
78	65
78	66
78	66
79	68
79	66
79	66
79	308
79	61
79	64
80	71
80	65
80	66
80	65
80	66
80	65
81	67
81	65
81	65
81	66
81	66
81	306
82	64
82	65
82	65
82	66
82	66
82	66
83	68
83	66
83	65
83	66
83	66
83	66
84	311
84	61
84	64
84	65
84	65
84	66
85	67
85	65
85	65
85	66
85	66
85	66
86	67
86	65
86	306
86	60
86	64
86	64
87	67
87	62
87	62
87	64
87	65
87	65
88	67
88	65
88	65
88	64
88	65
88	65
89	67
89	65
89	310
89	73
89	75
89	76
90	81
90	77
90	77
90	76
90	77
90	77
91	82
91	76
91	77
91	77
91	311
91	61
92	73
92	65
92	65
92	65
92	66
92	65
93	68
93	66
93	66
93	65
93	65
93	308
94	64
94	63
94	65
94	65
94	65
94	65
95	71
95	66
95	65
95	65
95	65
95	66
96	67
96	308
96	61
96	64
96	64
96	65
97	67
97	65
97	64
97	65
97	65
97	65
98	67
98	65
98	66
98	313
98	69
98	73
99	80
99	74
99	74
99	73
99	73
99	74
100	75
100	73
100	74
100	74
100	316
100	62
